"Id";"Name";"YearRange";"ReleaseDate";"Director";"Creator";"Cast";"Duration";"RatingValue";"ContentRating";"Genre";"Url";"Description"
"this_island_earth";"This Island Earth";"1954 1955 1956";"Jun 1, 1955 Wide";"Jack Arnold,Joseph M. Newman,Joseph Newman";"Raymond F. Jones,Franklin Coen,Edward G. O'Callaghan";"Faith Domergue,Rex Reason,Jeff Morrow,Lance Fuller,Russell Johnson,Robert Nichols,Douglas Spencer,Karl Ludwig Lindt,Eddie Parker,Regis Parton,Olan Soule,Richard Deacon,Robert B. Williams,Mark Hamilton,Coleman Francis,Spencer Chan,Lizalotta Valesca,Edward Ingram,Jack Byron,Edward Hearn,Les Spears";"1 hr. 26 min.";"5.3/10";"Unrated";"Science Fiction & Fantasy,Kids & Family";"http://www.rottentomatoes.com/m/this_island_earth/";"For reasons that defy logic, the excellent This Island Earth was held up for ridicule as an allegedly bad movie in the film version of TV's Mystery Science Theater. If not the best science-fiction film of the 1950s, Earth is certainly one of the most intelligent and elaborate. The story begins when the image of Exeter (Jeff Morrow), a huge-domed scientific genius from the planet Metaluna, appears on an experimental 3D television screen. Exeter invites several noted scientists from around the,world to work on a top-secret project at Exeter's earthly mansion. Among those accepting the invitation are Cal Meacham (Rex Reason) and his ex-fiancee Ruth Adams (Faith Domergue). Soon, Cal and Ruth learn Exeter's true motives$% to use the Earth's atomic knowhow in building a defense shield to protect Metaluna against the enemy planet Zahgon. Eventually, Exeter boards his high-tech flying saucer and whisks Cal and Ruth off to his dying planet, where, among other perils, they are menaced by a hideous mutant. Based on a novel by Raymond F. Jones, This Island Earth is one of those rare 1950s speculative films that holds up as well today as it did when first released, despite the comparative quaintness of the special effects and high-tech paraphernalia. Incidentally, the climactic Metalunan scenes were directed by Universal's resident sci-fi specialist, Jack Arnold."
"pitch_perfect_3";"Pitch Perfect 3";"2016 2017 2018";"Aug 4, 2017 Limited";"Kay Cannon";"Kay Cannon";;;;"Unrated";"Comedy";"http://www.rottentomatoes.com/m/pitch_perfect_3/";""
"771357233";"The Invisible Woman";"2012 2013 2014";"Dec 25, 2013 Limited";"Ralph Fiennes";"Abi Morgan";"Ralph Fiennes,Felicity Jones,Kristin Scott Thomas,Tom Hollander,Michael Marcus,Kristin Scott-Thomas...,Joanna Scanlan,Perdita Weeks,Tom Burke,John Kavanagh,Amanda Hale";;"6.8/10,7.4/10";"R (for some sexual content)";"Drama";"http://www.rottentomatoes.com/m/771357233/";"Nelly (Felicity Jones), a happily-married mother and schoolteacher, is haunted by her past. Her memories, provoked by remorse and guilt, take us back in time to follow the story of her relationship with Charles Dickens (Ralph Fiennes) with whom she discovered an exciting but fragile complicity. Dickens - famous, controlling and emotionally isolated within his success - falls for Nelly, who comes from a family of actors. The theatre is a vital arena for Dickens - a brilliant amateur actor - a man,more emotionally coherent on the page or on stage, than in life. As Nelly becomes the focus of Dickens' passion and his muse, for both of them secrecy is the price, and for Nelly a life of 'invisibility'.(c) Sony Classics"
"cop_car";"Cop Car";"2014 2015 2016";"Aug 7, 2015 Limited";"Jon Watts";"Jon Watts,Christopher D. Ford,Christopher Paul Ford";;;"7/10,7/10";"R (for language, violence and brief drug use)";"Mystery & Suspense";"http://www.rottentomatoes.com/m/cop_car/";"Kevin Bacon (The Following, HBO's Taking Chance, Mystic River) stars in director Jon Watts' delightful throwback thriller Cop Car. When two good-natured but rebellious young boys (James Freedson-Jackson and Hays Wellford) stumble across an abandoned cop car hidden in a secluded glade they decide to take it for a quick joyride. Their bad decision unleashes the ire of the county sheriff (Kevin Bacon) and leads to brutal consequences. (C) Focus World"
"rudolph_and_frostys_christmas_in_july";"Rudolph & Frosty's Christmas in July";"1978 1979 1980";"Jul 1, 1979 Wide";"Arthur Rankin Jr.,Jules Bass,Arthur Rankin";;"Red Buttons,Ethel Merman,Mickey Rooney,Jackie Vernon,Shelley Winters,Alan Sues,Paul Frees";;"";"Unrated";"Animation,Kids & Family";"http://www.rottentomatoes.com/m/rudolph_and_frostys_christmas_in_july/";"Rudolph & Frosty's Christmas in July is an animated feature where Santa Claus must rescue Rudolph the Red-Nosed Reindeer and Frosty the Snowman from a cruel wizard who has stranded the beloved characters on a sunny seashore."
"the_little_rascals_1930";"The Little Rascals";"1929 1930 1931";"Nov 22, 1930 Wide";"Robert F. McGowan";;;;;"Unrated";"Comedy,Kids & Family";"http://www.rottentomatoes.com/m/the_little_rascals_1930/";"The brother of their favorite teacher, Miss Crabtree, comes to visit her in this Our Gang short. The kids, however, think he is a potential boyfriend. Fearful that he might marry her and take her away from them, the kids set out to 'discourage' him."
"all-i-want-for-christmas-2007";"All I Want for Christmas";"2006 2007 2008";"Dec 1, 2007 Wide";"Harvey Frost";"Marc Loren Prey";"Gail O'Grady,Greg Germann,Robert Mailhouse,Jimmy 'Jax' Pinchak";"1 hr. 29 min.";"";"Unrated";"Drama,Television,Kids & Family";"http://www.rottentomatoes.com/m/all-i-want-for-christmas-2007/";"It's Christmastime, and all young Jesse wants this year is a new father. But while Jesse's mother Sarah knows the importance of having a male role model for her son to look up to, she just can't seem to muster the motivation to start dating again. Reluctantly agreeing to go on a series of dates as part of a nationally publicized contest, Sarah finds herself unexpectedly swept off her feet by the contest's official chaperone. But despite the fact that young Jesse already has his future father,picked out, he's going to have to work extra hard to make his Christmas wish come true this year."
"niagara_niagara";"Niagara, Niagara";"1997 1998 1999";"Mar 20, 1998 Wide";"Bob Grosse,Bob Gosse";"Matthew Weiss";;;"5.7/10";"R (adult situations/language, sex, violence)";"Drama,Romance";"http://www.rottentomatoes.com/m/niagara_niagara/";"Two emotionally scarred young people find both love and tragedy as they run away together in this drama. Marcy (Robin Tunney) and Seth (Henry Thomas) meet while shoplifting at the same department store$% Seth is the son of an angry, abusive father and steals out of rebellion, while Marcy suffers from Tourette's Syndrome, which causes her to compulsively curse, flail about, and indulge in anti-social behavior. The two misfits find a common ground in each other, and they decide to hit the road.,Marcy has always wanted a black 'You Do The Hairdo' Barbie doll head, and they drive off to Toronto to find one. However, when a pharmacy along the way refuses to refill Marcy's prescription for her Tourette's medication, she and Seth decide to rob the drugstore, and Seth is shot by the pharmacist. An aging tow truck driver named Walter (Michael Parks) shows mercy on them, but his hospitality proves short-lived thanks to Marcy's increasingly violent outbursts. Robin Tunney's performance in Niagara Niagara earned her the prize as Best Actress at the 1997 Venice Film Festival."
"beyond_the_black_rainbow_2012";"Beyond The Black Rainbow";"2011 2012 2013";"May 18, 2012 Limited";"Panos Cosmatos";"Panos Cosmatos";"Michael Rogers,Eva Allan,Scott Hylands,Marilyn Norry,Rondel Reynoldson,Geoffrey Condor,Chris Gauthier,Gerry South,Roy Campsall,Eva Allen,Geoffrey Conder,Ryley Zinger";;"5.7/10,4.1/10";"R (for some bloody violence, disturbing images, a graphic sexual illustration, language and drug content)";"Science Fiction & Fantasy,Horror";"http://www.rottentomatoes.com/m/beyond_the_black_rainbow_2012/";"Set in the strange and oppressive emotional landscape of the year 1983, Beyond the Black Rainbow is a Reagan-era fever dream inspired by hazy childhood memories of midnight movies and Saturday morning cartoons. From the producer of 'Machotaildrop,' Rainbow is the outlandish feature film debut of writer and director Panos Cosmatos. Featuring a hypnotic analog synthesizer score by Jeremy Schmidt of 'Sinoia Caves' and 'Black Mountain,' Rainbow is a film experience for the senses. -- (C) Magnet"
"sacrifice_2010";"Sacrifice";"2011 2012 2013";"Jul 27, 2012 Limited";"Kaige Chen";;;;"6.7/10,6.4/10";"R (for some violent content)";"Drama";"http://www.rottentomatoes.com/m/sacrifice_2010/";"A story of epic revenge, Sacrifice focuses on a power hungry general who wipes out his rival along with his entire family, save for one newborn. The infant is protected by the doctor who delivered him and raises him as his own, hoping to mold him into his own instrument of retribution. -- (C) Samuel Goldwyn"
"air_2015";"Air";"2014 2015 2016";"Aug 14, 2015 Limited";"Christian Cantamessa";"Christian Cantamessa,Chris Pasetto";;"1 hr. 35 min.";"4.8/10";"PG-13 (for some violence, language and sexual references)";"Mystery & Suspense,Science Fiction & Fantasy";"http://www.rottentomatoes.com/m/air_2015/";"In the near future, breathable air is nonexistent. Virtually all of humanity has disappeared and those chosen to reestablish society reside in a controlled state of suspended animation. Two engineers tasked with guarding the last hope for mankind struggle to preserve their own sanity and lives while administering to their vital task at hand."
"daybreakers";"Daybreakers";"2009 2010 2011";"Jan 8, 2010 Wide";"Peter Spierig,Michael Spierig";"Peter Spierig,Michael Spierig";"Ethan Hawke,Willem Dafoe,Isabel Lucas,Sam Neill,Vince Colosimo,Jay Laga'aia,Claudia Karvan,Michael Dorman,Harriet Minto-Day,Damien Garvey,Carl Rush,Paul Sonkkila,Todd Levi,Mungo McKay,Emma Randall,Charlotte Wilson,John Gibson,Robyn Moore,Troy MacKinder,Christopher Kirby,Michelle Atkinson,Todd Allan Brissette,Des Coroy,Gabriella di Labio,Sahaj Dumpleton,Ben Siemer,Peter Welman,Callum Mclean,Jarrad Pon,Victoria Williams,Zoe White,Aolani Roy,Konrad Whitten,Tiffany Lamb,Renai Caruso,Chris Brown,Rohan Smith,Kirsten Cameron,Wayne Smith,Berni Chin,Kevin Zwierzchaczews...,Joel Spreadborough,Lisa Cunningham,Amanda Buchanan,Jane Wallace,Bryan Probets,Glen Martin,David Vallon,Candice Storey,Simon Burvill-Holmes,Anne Bennetts,Kellie Vella,Scot McQade,Jack Bradford,Jason Chin,Mark Finden,John Gibson";;"6.1/10,5.5/10";"R (for strong bloody violence, language and brief nudity)";"Drama,Action & Adventure,Horror,Mystery & Suspense";"http://www.rottentomatoes.com/m/daybreakers/";"Fresh off the success of their inventive take on the zombie genre, Undead masterminds Michael and Peter Spierig direct Ethan Hawke in an ambitious tale of a futuristic Earth populated entirely by vampires, and the efforts made by the creatures to ensure that their food supply doesn't run out as humankind is faced with extinction. The year is 2017, and a vampire plague has turned most of the planet's human population into bloodsucking ghouls. As the population of mortals fast begins to dwindle, a,vampiric corporation sets out to capture and farm every remaining human while simultaneously researching a consumable blood substitute, headed by undead hematologist Edward Dalton (Ethan Hawke). His work is interrupted after stumbling onto a pocket of human survivors lead by Elvis (Willem Dafoe), a former vampire, whose past reveals a cure that could reverse the tide and save the human race. With time running out, Dalton's only hope lies in outsmarting the security forces of his boss (Sam Neill), whose goal isn't just to find a substitute, but to repopulate humanity in order to sell its blood to the highest bidder. ~ Jason Buchanan, Rovi"
"beastmaster_2_through_the_portal_of_time";"Beastmaster 2: Through the Portal of Time";"1990 1991 1992";"Aug 30, 1991 Wide";"Sylvio Tabet";"R.J. Robertson,Sylvio Tabet,Jim Wynorski";;"1 hr. 47 min.";"3/10";"PG-13";"Action & Adventure,Science Fiction & Fantasy";"http://www.rottentomatoes.com/m/beastmaster_2_through_the_portal_of_time/";"The most fascinating thing about Beastmaster 2 is how well the cartoonish sword-and-sorcery characters blend in to contemporary Los Angeles -- it may as well be documentary. Marc Singer plays Dar, a muscle-headed barbarian whose main claim to fame is his ability to communicate with a wide array of animal friends. Dar is informed that his evil brother Arklon (Wings Hauser) has nefarious designs on the universe. Arklon has teamed up with Lyranna (Sarah Douglas), a sexy witch who cracks wise in,Valley Girl vernacular, a parlance picked up during her travels through the portal of time to a netherworld called L.A. Arklon has to find a quick way to decimate the universe, so Arklon and Lyranna travel through the portal to steal a neutron detonator from a military base close to Los Angeles. Dar and Southern California teen Jackie Trent (Kari Wuhrer) -- who had gotten stuck in the portal and ended up in Togaland -- pursue Arklon and Lyranna as they make their way through the time hole. Once in La-La land, Dra and his companion find themselves pursued by the LAPD, which considerably slows up their race to catch Arklon."
"playing_it_cool";"Playing It Cool";"2014 2015 2016";"May 8, 2015 Limited";"Justin Reardon";"Chris Shafer,Paul Vicknair";"Chris Evans,Michelle Monaghan,Beverly D'Angelo,Luke Wilson,Topher Grace,Anthony Mackie,Martin Starr,Patrick Warburton,Ioan Gruffudd,Aubrey Plaza,Sarah Dumont,Ashley Tisdale,Matthew J. Morrison,Philip Baker Hall,Joseph Lyle Taylor,Giovanni Ribisi";"1 hr. 34 min.";"4.1/10,3.9/10";"R (for language and sexual content)";"Comedy,Romance";"http://www.rottentomatoes.com/m/playing_it_cool/";"While pretending to be a philanthropist at a charity dinner, the man meets a gorgeous woman named HER (Monaghan). The only catch: she's engaged. In order to continue seeing each other, the two embark on a platonic relationship, one that gets pushed to the test as the two begin to realize they may have unrequited feelings for one another. Like a young Walter Mitty, ME uses the power of imagination and wild vignettes to conquer HER heart."
"down_the_rabbit_hole";"Down the Rabbit Hole";"2012 2013 2014";"Aug 21, 2013 Wide";"Marcus Shawn Williams";;;;;"Unrated";"Drama,Special Interest";"http://www.rottentomatoes.com/m/down_the_rabbit_hole/";""
"shrink_rap";"Shrink Rap";"2002 2003 2004";"Jul 30, 2003 Wide";"Doug Cox";"Doug Cox";"Linden Ashby,Eddie Daniels,Kyle T. Heffner,Richard Kind,Priscilla Barnes,Celeste Yarnall,Alisan Porter,Carol Androsky,Dave Fennoy,Jamie Alcroft";"1 hr. 20 min.";;"R (for language and sexual content)";"Comedy";"http://www.rottentomatoes.com/m/shrink_rap/";"A showbiz party devolves into a Freudian nightmare when the bartender reveals himself to be an aspiring therapist who won't leave until he helps his wealthy hosts root-out the source of their relationship problems."
"no_one_lives";"No One Lives";"2012 2013 2014";"May 10, 2013 Limited";"Ryuhei Kitamura";"David Cohen,David Lawrence Cohen";"Luke Evans,Adelaide Clemens,Lee Tergesen,Derek Magyar,America Olivo,Beau Knapp,Laura Ramsey,Brodus Clay,Lindsey Shaw";;"4.3/10,2.1/10";"R (for strong bloody violence, disturbing images, pervasive language and some sexuality/nudity)";"Mystery & Suspense,Horror";"http://www.rottentomatoes.com/m/no_one_lives/";"A ruthless criminal gang takes a young couple hostage and goes to ground in an abandoned house in the middle of nowhere. When the captive girl is killed, the tables are unexpectedly turned. The gang finds themselves outsmarted by an urbane and seasoned killer determined to ensure that no one lives. (c) Anchor Bay"
"1010672-invaders_from_mars";"Invaders from Mars";"1952 1953 1954";"Apr 22, 1953 Wide";"William Cameron Menzies";"Richard Blake,John Tucker Battle,William Cameron Menzies";;"1 hr. 18 min.";"6.9/10";"Unrated";"Classics,Science Fiction & Fantasy";"http://www.rottentomatoes.com/m/1010672-invaders_from_mars/";"Once seen in childhood, Invaders from Mars is never forgotten. Cleverly directed (and designed) by William Cameron Menzies, the film is told from the point of view of its preteen protagonist David MacLean (Jimmy Hunt)--and as such, the perspective tends to be eerily larger than life at times. Awakened from his slumbers, David looks out his bedroom window and witnesses the landing of a Martian spaceship. In the days that follow, the boy notices a radical change in the behavior of his parents,(Leif Erickson, Hillary Brooke)--and no wonder, since their minds have been taken over by the Martians. At first, no one believes David's story, least of all the police (who as it turns out have also been 'possessed')$% fortunately, astronomer Stuart Kelston (Arthur Franz) and city doctor Patricia Blake (Helena Carter) think that there's cause for alarm. Alerted by Kelston and Blake, the Army surrounds the pit wherein the Martian vessel has landed, and that's when the story really takes off! One of the Martian mutants is played by Lock Martin, previously seen as the towering robot Gort ('Klaatu Barada Nikto!') in The Day the Earth Stood Still (1951). The film currently exists in several versions, some of which have retained the intended original ending, while others have opted for the studio-dictated finale. Invaders from Mars was remade in 1986, with Jimmy Hunt emerging from show-business retirement to play the small role of a police chief."
"russian_dolls";"Russian Dolls (Les Poupées Russes)";"2005 2006 2007";"May 10, 2006 Limited";"Cédric Klapisch";"Cédric Klapisch";"Romain Duris,Audrey Tautou,Kelly Reilly,Cécile De France,Kevin Bishop,Cristina Brondo,Federico D'Anna,Barnaby Metschurat,Aïssa Maïga,Martine Demaret,Irene Montala,Pierre Gerald,Evguenya Obraztsova,Gary Love,Lucy Gordon,Ophie Barbe,Julie Durand,Sophie Barbe,Nicholas Day,Amanda Boxer,Pierre Cassignard,Pierre Cohen Victor,Olivier Saladin,Zinedine Soualem,Jake Canuso,Carole Franck,Hélène Médigue,Robert Plagnol,Nicolas Briançon,Julien Guéris,Frédérique Bel,Laura Weissbecker,Christian Pagh,Amin Djakliou,Bernard Haller";"2 hr. 8 min.";"6.6/10,6.9/10";"Unrated";"Romance,Art House & International,Comedy";"http://www.rottentomatoes.com/m/russian_dolls/";"Xavier and Wendy have to gather all their friends from Barcelona for the wedding of Wendy's brother to a beautiful Russian. Xavier is still looking for the perfect woman."
"1092040-change_of_heart";"A Change of Heart";"1997 1998 1999";"Sep 19, 1998 Wide";"Arvin Brown";"Aaron Mendelsohn";;"2 hr.";;"Unrated";"Drama,Television";"http://www.rottentomatoes.com/m/1092040-change_of_heart/";"In this made-for-TV drama, a marriage explodes when a loving wife, who heretofore thought she had the perfect life, finds her husband in bed with another man. After the initial shock, the two struggle to find peace, acceptance and to rebuild their shattered lives."
"the_maltese_falcon_one_magnificent_bird";"The Maltese Falcon: One Magnificent Bird";"2005 2006 2007";"Oct 3, 2006 Wide";"Gary Leva";;;;;"Unrated";"Documentary";"http://www.rottentomatoes.com/m/the_maltese_falcon_one_magnificent_bird/";"The Maltese Falcon (1941) is a national treasure. Often cited as the first Film Noir, many film historians consider it the greatest detective movie ever made. In One Magnificent Bird, we discover how the film's mean streets, dark shadows and razor-edged cast each became the prototype for future detective thrillers and atmospheric Noir dramas. Through interviews with such film artists as Peter Bogdanovich, Michael Madsen, James Cromwell, Frank Miller and Christopher McQuarrie, we uncover the,magic that director John Huston brought to this, his first feature film. As a bonus, our documentary also examines the two previous attempts to adapt Dashiell Hammett's dark novel to the screen, first as a by-the-book detective picture, then as an out-and-out comedy starring a young Bette Davis."
"the_collection_1976";"The Collection";"1975 1976 1977";"Jan 1, 1976 Wide";"Michael Apted";;;;;"Unrated";"Drama";"http://www.rottentomatoes.com/m/the_collection_1976/";""
"shipping_news";"The Shipping News";"2000 2001 2002";"Dec 25, 2001 Wide";"Lasse Hallstrom";"Robert Nelson Jacobs";"Kevin Spacey,Julianne Moore,Judi Dench,Cate Blanchett,Pete Postlethwaite,Rhys Ifans,Gordon Pinsent,Scott Glenn,Jason Behr,Alyssa Gainer,Kaitlyn Gainer,Lauren Gainer,Jeanetta Arnette,Larry Pine,Robert Joy,John Dunsworth,Anthony Cipriano,Kyle Smith,Ken James,Roman Podhora,Luke Fisher,Terry Daly,Gary Levert,Stephen Morgan,Katherine Moennig,Daniel Kash,Will MCallister,Jonathan Creaaser,Marc Lawrence,Kathryn Fraser,Nancy Beatty,R.D. Reid,Deborah Grover,Nicole Underhay,Jon Whalen,Emma Taylor-Isherwoo...,Andrew Fowler,John MacEachern,Jonathan Creaser,Marc Lawrence,Kyle P. Smith,Marc Lawrence I,Allan Wilson";;"5.8/10,5.8/10";"R (for some language, sexuality and disturbing images)";"Drama,Romance";"http://www.rottentomatoes.com/m/shipping_news/";"A man makes a journey to self-discovery when he returns to his ancestral home on the coast of Newfoundland. After the death of his estranged wife, Quoyle's fortunes begin to change when his long lost Aunt Agnis convinces him to head north with his daughters. He relocates to the small coastal village of Killick-Claw. Now, in a place where life is as rough as the weather and secrets are as vast as the ocean, Quoyle lands a job as a reporter for the local newspaper. He reports on the shipping news,as he simultaneously attempts to adjust to his new life and surroundings. In the course of his new career, he confronts private demons, discovers dark family mysteries and finds love with a lonely single mother who has a secret of her own."
"christmas_story-2009";"Joulutarina (Christmas Story)";"2006 2007 2008";"Nov 4, 2007 Wide";"Juha Wuolijoki";"Marko Leino";"Hannu-Pekka Björkman,Otto Gustavsson,Kari Väänänen,Mikko Leppilampi,Minna Haapkylä,Mikko Kouki,Laura Birn,Antti Tuisku,Matti Ristinen,Matti Rasilainen,Mauri Heikkilä,Pirjo Leppänen,Saara Pakkasvirta,Mikko Rokka,Alpo Sipilä,John Turturro,Noah Emmerich,Katherine Borowitz";"1 hr. 18 min.";;"PG";"Drama,Kids & Family,Art House & International,Science Fiction & Fantasy";"http://www.rottentomatoes.com/m/christmas_story-2009/";"This Finnish-language period fantasy tells the story of the altruistic giver St. Nicholas, the man who became Santa Claus in myth and legend - and whose life, shown here childhood on, radiates with messages of selflessness and friendship."
"1013139-maltese_falcon";"The Maltese Falcon";"1940 1941 1942";"Oct 18, 1941 Wide";"John Huston";"John Huston";"Humphrey Bogart,Mary Astor,Peter Lorre,Sydney Greenstreet,Gladys George,Barton MacLane,Lee Patrick,Ward Bond,Jerome Cowan,Walter Huston,James Burke,Murray Alper,John Hamilton,Emory Parnell,Creighton Hale,Elisha Cook Jr.,Charles Drake,William Hopper,Hank Mann,Jack Mower,Robert E. Homans";"1 hr. 41 min.";"9/10,8.1/10";"PG";"Mystery & Suspense,Drama";"http://www.rottentomatoes.com/m/1013139-maltese_falcon/";"After two previous film versions of Dashiell Hammett's detective classic The Maltese Falcon, Warner Bros. finally got it right in 1941--or, rather, John Huston, a long-established screenwriter making his directorial debut, got it right, simply by adhering as closely as possible to the original. Taking over from a recalcitrant George Raft, Humphrey Bogart achieved true stardom as Sam Spade, a hard-boiled San Francisco private eye who can be as unscrupulous as the next guy but also adheres to his,own personal code of honor. Into the offices of the Spade & Archer detective agency sweeps a Miss Wonderly (Mary Astor), who offers a large retainer to Sam and his partner Miles Archer (Jerome Cowan) if they'll protect her from someone named Floyd Thursby. The detectives believe neither Miss Wonderly nor her story, but they believe her money. Since Archer saw her first, he takes the case -- and later that evening he is shot to death, as is the mysterious Thursby. Miss Wonderly's real name turns out to be Brigid O'Shaughnessey, and, as the story continues, Sam is also introduced to the effeminate Joel Cairo (Peter Lorre) and the fat, erudite Kasper Gutman (Sydney Greenstreet, in his film debut). It turns out that Brigid, Cairo and Gutman are all international scoundrels, all involved in the search for a foot-high, jewel-encrusted statuette in the shape of a falcon. Though both Cairo and Gutman offer Spade small fortunes to find the 'black bird,' they are obviously willing to commit mayhem and murder towards that goal: Gutman, for example, drugs Spade and allows his 'gunsel' Wilmer (Elisha Cook Jr.) to kick and beat the unconscious detective. This classic film noir detective yarn gets better with each viewing, which is more than can be said for the first two Maltese Falcons and the ill-advised 1975 'sequel' The Black Bird. ~ Hal Erickson, Rovi"
"godzilla_king_of_the_monsters";"Godzilla, King of the Monsters!";"1955 1956 1957";"Apr 27, 1956 Wide";"Ishirô Honda,Terry O. Morse";;"Raymond Burr,Takashi Shimura,Momoko Kochi,Akira Takarada,Akihiko Hirata,Sachio Sakai,Fuyuki Murakami,Ren Yamamoto,Toranosuke Ogawa,Haruo Nakajima,Kin Sugai,Kokuten Kodo,Kenji Sahara,Katsumi Tezuka,Frank Iwanaga";;"6.8/10";"Unrated";"Horror,Art House & International,Classics,Science Fiction & Fantasy";"http://www.rottentomatoes.com/m/godzilla_king_of_the_monsters/";"Filmed in 1954 as Gojira, this grandaddy of all Japanese giant-reptile epics was picked up for American distribution two years later, at which time several newly filmed inserts, featuring Raymond Burr as reporter Steve Martin, were rabetted into the original footage. In both the Japanese and American versions of Godzilla, the story is basically the same: a 400-foot amphibious monster, brought back to life by underwater nuclear testing, goes on a rampage in a tinker-toy Tokyo. The authorities,look on in vain as Godzilla proves more powerful than the army, navy, and air force, while paleontologiist Dr. Yemane (Takashi Shimura) rails against the destruction of a unique scientific find such as Godzilla. Finally, an enigmatic scientist (Akihiko Hirata) reluctantly steps forward to destroy the beast with his newly-discovered creation, the Oxygen Destroyer, dreading all the while that his weapon may unleash a danger even greater than Godzilla. Though Godzilla is apparently disintegrated in the climax, this didn't prevent Toho Studios from grinding out an endless series of sequels with the title character becoming less destructive and more lovable with each subsequent film. Hampered by a low budget which precluded stop-motion animation, special-effects wizard Eiji Tsuburaya was forced to rely upon an actor (Haru Nakajima) in a rubber Godzilla suit. Incidentally, the name 'Gojira', a combination of 'gorilla' and 'kujira', is Japanese slang for 'big clumsy ox' and was allegedly the nickname of one of the Toho stagehands. ~ Hal Erickson, Rovi"
"1208105-adam";"Adam";"2008 2009 2010";"Jul 29, 2009 Wide";"Max Mayer";"Max Mayer";"Hugh Dancy,Rose Byrne,Peter Gallagher,Amy Irving,Frankie Faison,Mark Linn-Baker,Ursula Abbott,Karina Arroyave,Maddie Corman,Adam LeFevre,Mike Hodge,Haviland Morris,Susan Porro,Peter O'Hara,John Rothman,Terry Walters,Jeff Hiller,Mark Doherty,Tom Levanti,Steffany Huckaby,Luka Kain,Brooke Johnston,Lonnie McCullough,Tyler Poelle,Andrew Patrick Ralst...,Torsten Hillhouse,Bill Dawes,Hunter Reid";;"6/10,6.2/10";"PG-13 (for thematic material, sexual content and language)";"Drama,Romance";"http://www.rottentomatoes.com/m/1208105-adam/";"In movies, when two twentysomethings serendipitously wind up under the same Manhattan roof, witty repartee usually transpires, then sparks fly, and eventually they fall into bed. But the boy and the girl in Adam are no ordinary characters, and their romance is anything but familiar. Soon after moving in, Beth, a brainy, beautiful writer, encounters Adam, the handsome, but odd, fellow in the downstairs apartment. A pleasant chemistry flows, but his awkwardness is perplexing. Whether avoiding eye,contact or standing by blithely while Beth drags a heavy load up steep stairs, Adam seems utterly oblivious to social convention. Then one night, Adam regales Beth with an elaborate outer-space light show. It's a magical moment, tainted slightly by his obsessively thorough astronomical explanation. Their connection is palpable. It becomes clear that Adam's inability to decipher nonverbal signals is beyond his control. And yet Beth doesn't balk. Their mutual interest tentatively takes root.What makes this rare story about obstacles to human intimacy credible is its tremendous psychological wisdom$% what makes it transcendent is the intelligence and authenticity radiating from actors Hugh Dancy and Rose Byrne. Though their particular challenges are extraordinary, Beth and Adam's tricky relationship elucidates something universal: truly reaching another person means bravely stretching into discomfiting territory-and the shake-up can be liberating."
"10009462-g_force";"G-Force";"2008 2009 2010";"Jul 24, 2009 Wide";"Hoyt Yeatman,Hoyt Yeatman IV";"Tim Firth,Terry Rossio,Ted Elliott,Cormac Wibberley,Marianne Wibberley";"Nicolas Cage,Sam Rockwell,Jon Favreau,Steve Buscemi,Tracy Morgan,Dee Bradley Baker,Bill Nighy,Will Arnett,Zach Galifianakis,Kelli Garner,Tyler Patrick Jones,Piper Mackenzie Harr...,Gabriel Casseus,Jack Conley,Niecy Nash,Penelope Cruz,Justin Mentell,Loudon Wainwright II...,Chris Ellis Jr.,Hoyt Yeatman IV,Max Favreau,Travis Davis,James Huang,Corey Michael Eubank...,Steve Kelso,Eddie Yansick,Troy Robinson,Mini Anden,Cameron Engels,Michael Papajohn,Algerita Wynn Lewis,Bob Sherer,Jennifer England,Jason Hellmann,Nicholas L. Teta,Chris Ellis,Jasmine Dustin,John Favreau";;"4.4/10,4.6/10";"PG (for some mild action and rude humor)";"Action & Adventure,Kids & Family,Science Fiction & Fantasy,Comedy";"http://www.rottentomatoes.com/m/10009462-g_force/";"'G-FORCE' is a comedy adventure about the latest evolution of a covert government program to train animals to work in espionage. Armed with the latest high-tech spy equipment, these highly trained guinea pigs discover that the fate of the world is in their paws. Tapped for the G-FORCE are guinea pigs Darwin, the squad leader determined to succeed at all costs$% Blaster, an outrageous weapons expert with tons of attitude and a love for all things extreme$% and Juarez, a sexy martial arts pro$% plus,the literal fly-on-the-wall reconnaissance expert, Mooch, and a star-nosed mole, Speckles, the computer and information specialist. Along the way, the G-FORCE encounters myriad other members of the animal kingdom, including pet shop layabout Hurley and the rabidly territorial hamster Bucky."
