"osama";"Osama";"2003 2004 2005";"Feb 6, 2004 Limited";"Siddiq Barmak";"Siddiq Barmak";"Marina Golbahari,Arif Herati,Mohamad Aref Harat,Zubaida Sahar,Khwaja Nader,Hamida Refah,Mohamad Nader Khajeh,Gol Rahman Ghorbandi,Zobeydeh Sahar,Mohamad Haref Harati,Mohamad Nader Khadje...";;"7.8/10,7.9/10";"PG-13 (for mature thematic elements)";"Art House & International,Drama";"http://www.rottentomatoes.com/m/osama/";"Inspired by a true story, a tale which centers on three generations of women, deeply affected by the advent of the Taliban's rule in their land. Golbahari, a 12-year-old Afghan girl and her mother lose their jobs when this new regime closes the hospital where they work. As the Taliban has already begun to take over Afghanistan, the country's women find themselves forbidden to leave their houses without a 'legal companion'--specifically, a boy or a man. With both her husband and brother dead,,there is no one left to support the family--and without being able to leave the house, this mother is left with nowhere to turn. Feeling that she has no other choice, the mother--along with the grandmother--disguises her daughter, Golbahari, as a boy. Now called Osama, the girl embarks on a terrifying and confusing journey as she tries to keep the Taliban from finding out her true identity."
"comebacks";"The Comebacks";"2006 2007 2008";"Oct 19, 2007 Wide";"Tom Brady";"Ed Yeager,Joey Gutierrez";"David Koechner,Carl Weathers,Melora Hardin,Matthew Lawrence,Brooke Nevin,Nick Searcy,George Back,Noureen DeWulf,Jesse Garcia,Jackie Long,Robert Ri'chard,Jermaine Williams,Martin Spanjers,Finesse Mitchell,Will Arnett,Dax Shepard,Bradley Cooper,Andy Dick,Jon Gries,Eric Christian Olsen,Drew Lachey,Stacy Keibler,Frank Caliendo,Dennis Rodman,Bill Buckner,Eric Dickerson,John Salley,Michael Irvin,Lawrence Taylor,Chris Rose";;"2.7/10,2.6/10";"PG-13 (for crude and sexual content throughout and some drug material)";"Comedy";"http://www.rottentomatoes.com/m/comebacks/";"The producers of Wedding Crashers are back with the comedy The Comebacks. Spoofing countless inspirational sports movies, the film stars David Koechner (Anchorman: The Legend of Ron Burgundy) as Lambeau Fields, a football coach who suffers from a streak of bad luck that has become the stuff of legend. As a last resort, he takes a job coaching a college football team populated with some of the least desirable players imaginable. He must pull this ragtag crew together in order to salvage his,career. Carl Weathers plays rival coach Freddie Wiseman."
"you_cant_cheat_an_honest_man";"You Can't Cheat an Honest Man";"1938 1939 1940";"Feb 18, 1939 Wide";"Edward Cline,George Marshall,Edward F. Cline";"George Marion,Richard Mack,Everett Freeman,W.C. Fields,George Marion Jr.";;;"";"Unrated";"Comedy,Romance";"http://www.rottentomatoes.com/m/you_cant_cheat_an_honest_man/";"In this film, W. C. Fields plays circus manager and all-around flim flam man Larson E. Whipsnade. When he's not trying to fleece the customers or elude the sheriff, Whipsnade busies himself trying to break up the romance between his daughter Vicky and carnival ventriloquist Edgar Bergen."
"bride";"The Bride";"1984 1985 1986";"Aug 16, 1985 Wide";"Franc Roddam";"Lloyd Fonvielle";"Sting,Jennifer Beals,Anthony Higgins,Clancy Brown,David Rappaport,Geraldine Page,Alexei Sayle,Phil Daniels,Veruschka von Lehndo...,Quentin Crisp,Cary Elwes,Andy Barrett,Ken Hudson Campbell,Ellen Chenoweth,Vera de Vel,Joey Kaye,Andrew dela Tour,Timothy Spall,Guy Rolfe,Anthony Haygarth,Matthew Guinness,Tony Brutus,Gary Shail,Carl Chase,Bernard Padden,Janine Duvitski,John Sharp,Jack Birkett,Gerry Crampton,Fenella Fletcher,Harold Coyne,Stromboli,Karen Furness,Tod Cody,John Alexander,Jacqueline Russell,Laurence Temple,Gerard Naprous,Sally Oultram,Joel Baland,Miss Irta,Annie Roddam";"1 hr. 58 min.";"4.1/10";"PG-13";"Drama,Horror,Art House & International,Science Fiction & Fantasy,Comedy";"http://www.rottentomatoes.com/m/bride/";"In this update of James Whale's classic The Bride of Frankenstein, pop star Sting furthers his burgeoning film career by portraying cinema's signature mad scientist. Disgusted by his dim-witted and ugly original creation (Clancy Brown), Dr. Frankenstein sets out to animate an improved version. Though lovely on the outside, Eva (Jennifer Beals) begins her new life as little more than an animal. With the help of his trusty housekeeper (Geraldine Page), however, Frankenstein soon grooms the,beautiful zombie into a reasonable facsimile of an upper-class debutante. He's unprepared, however, when his ward displays a mind -- and sexual urges -- of her own. Meanwhile, the good doctor's discarded original creation assumes the name of Viktor and takes to the road. Befriended by an enterprising dwarf named Rinaldo (David Rappaport), Viktor becomes a circus performer but continues to pine after his bride. Connected to her psychically, he soon makes his way back to the scene of their mutual creation. There, he finds the girl embroiled in a love triangle between a callow suitor (Cary Elwes) and Frankenstein himself. In addition to its iconic '80s leads, The Bride boasts a famous supporting cast that includes gay memoirist Quentin Crisp and '60s model Veruschka. ~ Brian J. Dillard, Rovi"
"ransom-1956";"Ransom!";"1955 1956 1957";"Aug 27, 1956 Wide";"Alex Segal";"Richard Maibaum,Cyril Hume";;;"";"Unrated";"Drama";"http://www.rottentomatoes.com/m/ransom-1956/";"Viewers familiar with the 1996 Mel Gibson blockbuster Ransom may be disappointed that there are no smirking villains, car chases, or bloody fistfights in the original 1956 version of the same story. Even so, the earlier Ransom! has much to offer on a purely dramatic level. Based on the Richard Maibaum-Cyril Hume TV play Fearful Decision, the film stars Glenn Ford as self-made industrialist David Stannard. When his son is kidnapped and held for 500,000 dollars ransom, Stannard at first sets about,to cooperate with the abductors and to raise the necessary funds. Somewhere along the line, however, Stannard's outrage erupts and boils over. Buying air time on a local TV station, he pulls out the half-million dollars, then informs the kidnappers that they'll never get their hands on a single penny. He further threatens to use the money as a reward for the kidnappers' capture, dead or alive, should any harm befall his son. Despite the protests of his wife, Edith (Donna Reed), and the admonishments of his friends, family, business associates and even the police, Stannard sticks fast to his decision...but will he live to regret it? The boy's abductors are never seen in Ransom!$% instead, the film concentrates on the multitude of ramifications (including a few political ones) stemming from David Stannard's bold stance. As such, the 1956 Ransom! is in its own way as tense and exciting as the more elaborate 1996 remake."
"fourth_kind";"The Fourth Kind";"2008 2009 2010";"Nov 6, 2009 Wide";"Olatunde Osunsanmi";"Terry Lee Robbins,Olatunde Osunsanmi";"Milla Jovovich,Elias Koteas,Hakeem Kae-Kazim,Will Patton,Corey Johnson";;"4/10,3.5/10";"PG-13 (for violent/disturbing images, some terror, thematic elements and brief sexuality)";"Mystery & Suspense";"http://www.rottentomatoes.com/m/fourth_kind/";"Set in the fall of 2000 and purportedly based on actual events, The Fourth Kind stars Milla Jovovich as Dr. Abigail Tyler, a Nome, Alaska-based psychotherapist whose videotaped sessions with her patients offer the most compelling evidence of alien abduction ever documented. Elias Koteas and Will Patton co-star. ~ Jason Buchanan, Rovi"
"life-of-pi";"Life of Pi";"2011 2012 2013";"Nov 21, 2012 Wide";"Ang Lee";"Yann Martel,David Magee";"Suraj Sharma,Irrfan Khan,Tabu,Gérard Depardieu,Adil Hussain,Ayush Tandon,Rafe Spall,Bombay Jayashri,Irfan Khan";;"7.9/10,8.2/10";"PG (for emotional thematic content throughout, and some scary action sequences and peril)";"Drama,Action & Adventure";"http://www.rottentomatoes.com/m/life-of-pi/";"Director Ang Lee creates a groundbreaking movie event about a young man who survives a disaster at sea and is hurtled into an epic journey of adventure and discovery. While cast away, he forms an amazing and unexpected connection with another survivor...a fearsome Bengal tiger. -- (C) Official Site"
"1016513-poltergeist";"Poltergeist";"1981 1982 1983";"Jun 4, 1982 Wide";"Tobe Hooper";"Mark Victor,Michael Grais,Steven Spielberg";"JoBeth Williams,Craig T. Nelson,Beatrice Straight,Dominique Dunne,Oliver Robins,Heather O'Rourke,Zelda Rubinstein,Martin Casella,Marty Casella,Richard Lawson,Michael McManus,Virginia Kiser,James Karen,Lou Perry,Jane Feinberg,Clair E. Leucart,Mike Fenton,Dirk Blocker,Allan Graf,Joseph R. Walsh,Helen Baron,Noel Conlon,Robert Broyles,Joseph Walsh,Sonny Landham,Jeff Bannister,William Vail,Craig Simmons,Philip Stone,Phil Stone,Lou Perryman,Michael Mc Manus,Dominick Dunne,Oiiver Robins";"1 hr. 54 min.";"7.2/10,5/10";"PG (adult situations/language, violence)";"Horror";"http://www.rottentomatoes.com/m/1016513-poltergeist/";"With Poltergeist, directed by Tobe Hopper, Steven Spielberg had his first great success as a producer. Released around the same time as Spielberg's E.T., the film presents the dark side of Spielberg's California suburban track homes. The film centers on the Freeling family, a typical middle class family living in the peaceful Cuesta Verde Estates. The father, Steve (Craig T. Nelson), has fallen asleep in front of the television, and the dog saunters around the house revealing the other family,members -- Steve's wife Diane (JoBeth Williams), sixteen-year-old daughter Dana (Dominique Dunne), eight-year-old son Robbie (Oliver Robins), and five-year-old Carol Ann (Heather O'Rourke). Soon strange things begin to happen around the house$% the pet canary dies, mysterious storms occur, and Carol Ann is summoned to the TV set, where a strange shaft of green light hits her and causes the room to shake ('They're he-e-ere!'). As curious events continue, Carol Ann is repeatedly drawn to the television, where she begins to talk to 'the TV people.' Soon Carol Ann is sucked into a closet, disappearing from this reality plane. Unable to find his daughter, Steve consults Dr. Lesh (Beatrice Straight), a para-psychologist from a nearby college. Lesh finds that paranormal phenomena is so strong in the Freelong household she is unable to deal with it and sends for clairvoyant and professional exorcist Tangina (Zelda Rubinstein) to examine the house in hopes of finding Carol Ann. Tangina makes a horrifying discovery: Carol Ann is alive and in the house, but is being held on another spectral plane. ~ Paul Brenner, Rovi"
"spare_parts_2015";"Spare Parts";"2014 2015 2016";"Jan 16, 2015 Limited";"Sean McNamara";"Elissa Matsueda";"George Lopez,Alexa Vega,Jamie Lee Curtis,Marisa Tomei,Esai Morales,Carlos Peña,David Del Rio,Oscar Gutiérrez,José Julián,Aubrey K. Miller,Alessandra Rosaldo,Gerardo Ortiz,Alexa PenaVega,Carlos PenaVega,Steven Michael Queza...,Carlos Pena Jr.,Oscar J. Gutierrez";"1 hr. 54 min.";"5.6/10,5.6/10";"PG-13 (for some language and violence)";"Drama,Kids & Family";"http://www.rottentomatoes.com/m/spare_parts_2015/";"SPARE PARTS is a true life story about four Hispanic high school students who form a robotics club under the leadership of their school's newest teacher, Fredi (GEORGE LOPEZ). With no experience, 800 bucks, used car parts and a dream, this rag tag team goes up against the country's reigning robotics champion, MIT. On their journey, they learn not only how to build a robot- they learn to build a bond that will last a lifetime. (c) Pantelion"
"1072384-stuck_on_you";"Stuck on You";"1983 1984 1985";"Dec 31, 1984 Wide";"Michael Herz,Samuel Weil,Lloyd Kaufman";"Melanie Mintz,Duffy Ceaser Magesis,Anthony Gittleson,Warren Leight,Stuart Strutin";;"1 hr. 30 min.";;"R (adult situations/language, nudity)";"Comedy";"http://www.rottentomatoes.com/m/1072384-stuck_on_you/";"A de-winged angel is sent to do penance on earth by getting a fighting couple back together."
"godzilla";"Godzilla";"1997 1998 1999";"May 20, 1998 Wide";"Roland Emmerich";"Dean Devlin,Roland Emmerich";"Jean Reno,Matthew Broderick,Maria Pitillo,Hank Azaria,Arabella Field,Michael Lerner,Kevin Dunn,Doug Savant,Harry Shearer,Vicki Lewis,Malcom Danare,Malcolm Danare,Lorry Goldman,William O'Leary,Christian Aubert,Philippe Bergeron,Frank Bruynbroek,François Giroday,Nicholas J. Giangiul...,Robert Lesser,Ralph Manza,Greg Callahan,Chris Ellis,Nancy Cartwright,Richard Gant,Jack Moore,Steve Giannelli,Brian Farabaugh,Stephen Xavier Lee,Bodhi Elfman,Rich Battista,Lloyd Kino,Toshi Toda,Clyde Kusatsu,Masaya Kato,Glenn Morshower,Lola Pashalinski,Rob Fukuzaki,Dale Harimoto,Gary W. Cruz,Derek Webster,Stuart Fratkin,Frank Cilberg,Jason Edwards Jones,Roger McIntyre,David Pressman,Robert Faltisco,Chris Maleki,Scott Lusby,Alex Dodd,Terence Winter,Kirk Geiger,Pat Mastroianni,Eric Saiet,Burt Bulos,Robert Floyd,Seth Peterson,Jamison Yang,Nathan Anderson,Mark Munafo,Dwight Schmidt,Dwayne Swingler,Lawton Paseka,Greg Collins,James Black,Thomas Giuseppe Gian...,Paul Ware,Monte Russell,Christopher Carruthe...,Daniel Pearce,Mark Fite,Craig A. Castaldo,Eric Paskel,Lee Weaver,Leonard Termo,Joshua Taylor,Al Sapienza,Stoney Westmoreland,Gary Warner,Ed Wheeler,Bill Hoag,Joseph Badalucco Jr.,Jonathan Dienst,Benjamin V. Baird,Madeline McFadden,Julian M. Phillips,Raymond Ramos";"1 hr. 38 min.";"4/10,4.6/10";"PG-13 (violence, language)";"Action & Adventure,Horror,Science Fiction & Fantasy";"http://www.rottentomatoes.com/m/godzilla/";"Toho's fire-breathing monster is back, but his roar is the only thing that hasn't changed. The computer-generated Godzilla threatens to destroy NY, managing to escape the military by hiding underground. Eventually Godzilla's babies hatch in Madison Square Garden where they run amok for awhile. The film is complete with a cheesy romance."
"go_west";"Go West";"2005 2006 2007";"Apr 28, 2006 Wide";"Ahmed Imamovic";"Enver Puska,Ahmed Imamovic";;"1 hr. 35 min.";;"Unrated";"Western,Drama,Art House & International,Comedy,Special Interest";"http://www.rottentomatoes.com/m/go_west/";"Kenan is a classical musician and a Muslim. His male lover, Milan, is a Bosnian Serb. Given the prejudice against homosexuals in the Balkans, they keep their relationship secret, and when war breaks out in 1992, they decide to leave besieged Sarajevo once and for all. While fleeing, Kenan is stopped by Serbian militiamen, to save him Milan disguises him as his wife. As they head for Milan's village in Eastern Bosnia, Milan is forced to join the army, and Kenan is left to fend for himself in this,hostile land while still in his female disguise."
"to_the_wonder";"To The Wonder";"2012 2013 2014";"Apr 12, 2013 Limited";"Terrence Malick";"Terrence Malick";"Ben Affleck,Olga Kurylenko,Rachel McAdams,Javier Bardem,Greg Elliot,Tatiana Chiline,Romina Mondello,Tony O'Gans,Charles Baker,Marshall Bell,Casey Rogers William...,Jack Hines,Paris Always,Samaria Folks,Jamie Conner,Francis Gardner,Michael Bumpus,Lois Boston,Danyeil Inman,Bobby Davis Horsley,Wigi Black,Ashley L. Clark,Terry York,Darryl Cox,William Riddle,Russell Vaclaw,Kenneth Woodhams,Amy Christiansen,Brian Christiansen,Emma Sophia Johnson,Bruce Peabody,Tamar Baruch,Michael Anderson,Darren Patnode,Casey Williams";;"5.7/10,5.4/10";"R (for some sexuality/nudity)";"Drama,Romance";"http://www.rottentomatoes.com/m/to_the_wonder/";"TO THE WONDER tells the story of Marina (Kurylenko) and Neil (Affleck), who meet in France and move to Oklahoma to start a life together, where problems soon arise. While Marina makes the acquaintance of a priest and fellow exile (Bardem), who is struggling with his vocation, Neil renews a relationship with a childhood sweetheart, Jane (McAdams). Bold and lyrical, the film is a moving, gorgeously shot exploration of love in its many forms. Written and directed by Terrence Malick.(c) Official,Site"
"1201384-copycat";"Copycat";"2008 2009 2010";"Aug 6, 2009 Wide";"Andy Hurst";"Ellis Walker";;"1 hr. 26 min.";;"R";"Mystery & Suspense,Horror";"http://www.rottentomatoes.com/m/1201384-copycat/";"A journalist plays cat-and-mouse with the serial killer responsible for murdering her mother by following the diary pages he leaves at the scene of each crime. Laura Nelson is on the trail of the country's most notorious psychopath, but her motivation for tracking him down is deeply personal. It's been years since Laura's mother fell victim to this madman's blade, and her daughter won't rest easy until justice is served. This maniac isn't shy about touting his influences either, because he,leaves pages from his diary at every one of his murder scenes. With extended passages about Ed Gein, Jeffrey Dahmer, and Richard Ramirez, the diary stands as a chilling testament to the killer's gruesome ambition. Now, for every step closer that Laura comes to catching this murderous butcher, he inches up quietly behind her awaiting the perfect moment to strike."
"1007828-frankie_and_johnny";"Frankie and Johnny";"1964 1965 1966";"Jun 1, 1965 Wide";"Fred DeCordova,Frederick De Cordova";"Alex Gottlieb";"Elvis Presley,Donna Douglas,Harry Morgan,Sue Ane Langdon,Nancy Kovack,Audrey Christie,Sue Anne Langdon,Jerome Cowan,Robert Strauss,Anthony Eisley,Wilda Taylor,Larri Thomas,Dee Jay Mattis,Judith Chapman,Judy Chapman,Henry Corden,George Klein,James Millhollin,Richard Reeves,Naomi Stevens,Joyce Jameson,Dave Willock,Sarah Douglas";"1 hr. 28 min.";"";"PG";"Drama,Romance,Musical & Performing Arts,Classics,Comedy";"http://www.rottentomatoes.com/m/1007828-frankie_and_johnny/";"Not a remake of the 1934 Helen Morgan vehicle of the same title, Frankie and Johnny stars Elvis Presley as Johnny, a Mississippi gambler, and Beverly Hillbillies regular Donna Douglas as his girl friend Frankie. In keeping with the old ballad, the romance of Frankie and Johnny is threatened by the intervention of seductress Nellie Bly (Nancy Kovack). Nellie brings Johnny luck at the gaming tables while Frankie sees red. Frankie and Johnny was written by onetime Marx Brothers contributor Nat,Perrin and directed by future Tonight Show helmsman Fred de Cordova."
"eloise_at_christmastime";"Eloise at Christmastime";"2002 2003 2004";"Nov 22, 2003 Wide";"Kevin Lima";"Elizabeth Chandler";"Julie Andrews,Sofia Vassilieva,Jeffrey Tambor,Sarah Topham,Christine Baranski,Sara Topham,Gavin Creel,Victor A. Young,Kenneth Welsh,Rick Roberts,Debra Monk,Corinne Conley,Tannis Burnett,Seann Gallagher,Debra McGrath,Julian Richings,Cliff Saunders,Neil Crone,Gene Di Novi,Arlene Duncan,Donna Feore,Sergio Di Zio,Graham Harley";"1 hr. 27 min.";"";"Unrated";"Comedy,Kids & Family";"http://www.rottentomatoes.com/m/eloise_at_christmastime/";"The precocious six-year-old Manhattanite of Kay Thompson's beloved Eloise books gets into the holiday spirit while playing cupid in this made-for-TV comedy. Eloise (Sofia Vassilieva) resides at the Plaza Hotel with her parents, and like much of the hotel staff, she's excited about the upcoming marriage of Rachel Peabody (Sarah Topham), the daughter of the hotel's owner, to handsome Brooks Oliver (Rick Roberts). However, Eloise learns that Brooks' motivations for marrying Rachel are not sincere,,and so the youngster tries to sway Rachel away from her fiancé and toward Bill (Gavin Creel), a good-hearted waiter in the hotel's restaurant. Eloise at Christmastime also features Julie Andrews, Jeffrey Tambor, and Christine Baranski."
"1072457-chain_reaction";"Chain Reaction";"1995 1996 1997";"Aug 2, 1996 Wide";"Andrew Davis";"Josh Friedman,Rick Seaman,J.F. Lawton,Michael Bortman";"Keanu Reeves,Morgan Freeman,Rachel Weisz,Fred Ward,Kevin Dunn,Brian Cox,Joanna Cassidy,Chelcie Ross,Nicholas Rudall,Tzi Ma,Krzysztof Pieczynski,Julie R. Pearl,Gene Barge,Nathan Davis,Daniel Friedman,Aaron Williams,Daniel H. Friedman,Johnny Lee Davenport,James Sie,Joan Kohn,Juan Ramírez,Nydia Rodriguez Terr...,Scott Benjaminson,Ned Schmidtke,Randall Arney,Noelle Bou-Sliman,Joe Kosala,Ron Dean,Miguel Nino,Turk Muller,Eddie Bo Smith Jr.,Neil Flynn,Michael James,Michael Skewes,Margaret Travolta,Tom Mula,Denise Price,Rick LeFevour,Charley Sherman,Gina Raffin,Pam Zekman,Lisa Tejero,David Pasquesi,John Drummond,Catherine Lemkau,Tell Draper,Danny Goldring,Jacqueline G. Arthur,Eddie B. Smith,Michael Gaylord Jame...,Ken Moreno,Godfrey,Allen Hamilton,Dick Cusack,Nick Kusenko,David Michael Gee,Stanley M. Span,Ann Whitney,Rich Komenich,Chris Holloway,Afram Bill Williams,Will Zahrn,Joseph Kosala,John W. Hardy,Mary Seibel,Nina Beesley,Michael Shannon,Billy Jack Haynes,Walter Doggett,Jack Kandel,Timothy Maxwell,Leslie Mikol,Rio Zavala,Mark Morettini,Soseh Kevorkian,Christopher Holloway,Jim Ortlieb,Cheryl Hamada,Mike Gray,Joe Guastaferro";"1 hr. 46 min.";"4.2/10,5.2/10";"PG-13 (adult situations/language, violence)";"Mystery & Suspense,Action & Adventure";"http://www.rottentomatoes.com/m/1072457-chain_reaction/";"Just as the university research team is about to prove that their new technique will permit water to be used as a fuel, their laboratory is sabotaged and the lab manager is killed. Eddie Kasalivich (Keanu Reeves) stumbles onto the scene and manages not only to witness the sabotage, but to escape from it. When he tries to talk about it to authorities, he discovers that they think he and the other project survivors committed the crime. In reality, a group of energy companies have conspired with,interested parties in the government to completely erase all notion of the existence of a way to use water as fuel. The project sponsor (Morgan Freeman) wants Eddie to turn himself in, but before he can do that, he must find enough evidence to clear himself and his friends. But in order to succeed, Eddie must avoid assassination attempts by the real perpetrators. ~ Clarke Fountain, Rovi"
"sector_7_2011";"Sector 7";"2010 2011 2012";"Sep 15, 2011 Limited";"Kim Ji-Hoon,Ji-hun Kim";"Je-gyun Yun";"Ha Ji-Won,Sung-kee Ahn,Ji-ho Oh,Ji-won Ha,Cheol-min Park,Han-wi Lee,Jeong-hak Park,Ae-ryeon Cha";"1 hr. 52 min.";"";"Unrated";"Action & Adventure,Horror,Art House & International";"http://www.rottentomatoes.com/m/sector_7_2011/";"A viral creature stalks an oil rig crew working off the southern tip of Korea's Jeju Island after their communication with the outside world is cut off in this creature feature directed by Kim Ji-Hoon, and starring Ji-won Ha."
"nightmare";"Nightmare";"2006 2007 2008";"Apr 7, 2007 Wide";"Terry Ingram";;;;;"Unrated";"Drama,Television,Horror,Mystery & Suspense";"http://www.rottentomatoes.com/m/nightmare/";"A mind-body disconnect - that's what causes sleep paralysis, a terrifyingly real experience in which someone awakes momentarily made of stone. Molly Duggan is determined to discover a treatment, because in rare cases, it can kill: Her mother was one of its victims. But what science can't explain is why Molly suddenly starts experiencing episodes herself and during them, feels a sinister presence surrounding her. So she turns to legends, and that's when her real nightmare begins. Haylie Duff,stars in this pulse-pounding chiller."
"drinking_buddies_2013";"Drinking Buddies";"2012 2013 2014";"Aug 23, 2013 Limited";"Joe Swanberg";"Joe Swanberg";"Olivia Wilde,Jake M. Johnson,Anna Kendrick,Ron Livingston,Ti West,Joe Swanberg,Jason Sudeikis,Gene Dentler,Mike Bruner,Frank V. Ross,Michael Gaertner,Kristin Davis,Jim Cibak,Alicia Van Couvering,Michael Zeller,Mike Brune,Jake Johnson (XVI)";;"6.9/10,7.3/10";"R (for language throughout)";"Drama,Comedy";"http://www.rottentomatoes.com/m/drinking_buddies_2013/";"Luke and Kate are co-workers at a Chicago brewery, where they spend their days drinking and flirting. They're perfect for each other, except that they're both in relationships. Luke is in the midst of marriage talks with his girlfriend of six years, Kate is playing it cool with her music producer boyfriend Chris. But you know what makes the line between 'friends' and 'more than friends' really blurry? Beer. (c) Magnolia"
"view-askews-look-back-at-mallrats";"View Askew's Look Back at Mallrats";"1998 1999 2000";"Nov 14, 1999 Wide";"J.M. Kenny";;;;;"Unrated";"Documentary";"http://www.rottentomatoes.com/m/view-askews-look-back-at-mallrats/";""
"surfs_up";"Surf's Up";"2006 2007 2008";"Jun 8, 2007 Wide";"Ash Brannon,Chris Buck";"Don Rhymer,Joe Syracuse,Lisa Addario,Christian Darren,Christopher Jenkins";"Shia LaBeouf,Jeff Bridges,Zooey Deschanel,James Woods,Diedrich Bader,Danny Mann,Jon Heder,Mario Cantone,Kelly Slater,Rob Machado,Sal Masekela,Ash Brannon,Chris Buck,Brian Posehn,Dana L. Belben,Heidi Sulzman,Reed Buck,Reese Elowe,Lauri Johnson,Jack P. Ranjo,Brian Benben,Michael McKean,Jane Krakowski,Matthew G. Taylor,Bob Bergen,Jillian Bowen,Johanna Braddy,John Cygan,Courtnee Draper,Bill Farmer,Andy Fischer-Price,Teresa Ganzel,Jess Harnell,Jesse Head,Sherry Lynn,Mickie T. McGowan,Laraine Newman,Jan Rabson,Meagan Smith,Marisa Theodore,Crawford Wilson,Jacob Zachar,Lew Temple,Darby Stanchfield";;"6.7/10,7/10";"PG (for mild language and some rude humor)";"Action & Adventure,Animation,Kids & Family";"http://www.rottentomatoes.com/m/surfs_up/";"A 'mockumentary' on how penguins were actually the inventors of surfing, including behind-the-scenes footage from the Penguin World Surfing Championship."
"tom_and_jerry_the_movie";"Tom and Jerry: The Movie";"1991 1992 1993";"Jan 1, 1992 Wide";"Phil Roman";"Dennis Marks";"Richard Kind,Dana Hill,Anndi McAfee,Charlotte Rae,Tony Jay,Rip Taylor,Henry Gibson,Janet Hirshenson,Jane Jenkins,Roger Mussenden,David L. Lander,Howard Morris,Sidney Lassick,Tino Insana,Don Messick,B.J. Ward,Greg Burson,Michael Patrick Bell,Dan Gilvezan,Ed Gilbert,Sydney Lassick";"1 hr. 20 min.";"3/10";"G";"Animation,Kids & Family,Comedy";"http://www.rottentomatoes.com/m/tom_and_jerry_the_movie/";"Based on the popular cartoon, this children's adventure follows the cat and mouse duo as they help a young girl escape from her mean aunt. Unlike the original cartoon shorts, this tame animated feature presents Tom and Jerry as the best of friends, rather than mortal enemies."
"much_ado_about_nothing_2012";"Much Ado About Nothing";"2012 2013 2014";"Jun 7, 2013 Limited";"Joss Whedon";"Joss Whedon";"Amy Acker,Alexis Denisof,Clark Gregg,Reed Diamond,Fran Kranz,Jillian Morgese,Nathan Fillion,Sean Maher,Spencer Treat Clark,Riki Lindhome,Tom Lenk,Ashley Johnson,Emma Bates,Joshua Zar,Nick Kocher,Brian McElhaney,Paul Meston,Romy Rosemont,Elsa Guillet-Chapuis,Thomas Webb";;"7.5/10,8/10";"PG-13 (for some sexuality and brief drug use)";"Comedy";"http://www.rottentomatoes.com/m/much_ado_about_nothing_2012/";"Shakespeare's classic comedy is given a contemporary spin in Joss Whedon's film, 'Much Ado About Nothing'. Shot in just 12 days (and using the original text), the story of sparring lovers Beatrice and Benedick offers a dark, sexy and occasionally absurd view of the intricate game that is love. (c) Roadside Attractions"
"sabrina_the_teenage_witch";"Sabrina the Teenage Witch";"1995 1996 1997";"Apr 7, 1996 Wide";"Andrew Tsao,Tibor Takács";;"Michelle Beudoin,Kelly Sheridan$% Cath...,Melissa Joan Hart,Sherry Miller,Charlene Fernetz,Michelle Beaudoin,Ryan Reynolds,Tobias Mehler,Lalainia Lindbjerg,Laura Harris,Kea Wong,Jo Bates,Janine Cox,Biski Gugushe,Tyler Labine,Jim Swansburg,Noel Geer,Volton,Laura Karris,Paul Feig,Joe Bates";;;"PG (adult situations)";"Television,Kids & Family,Science Fiction & Fantasy,Comedy";"http://www.rottentomatoes.com/m/sabrina_the_teenage_witch/";"The pilot for a popular youth-oriented ABC sitcom, this light-hearted feature-length comedy stars teen idol Melissa Joan-Hart (from the Nickelodeon series Clarissa Explains It All) as Sabrina, a typical teen whose life is turned topsy-turvy after she discovers that she possesses the powers of witchcraft."
"an-evening-with-kevin-smith";"An Evening with Kevin Smith";"2000 2001 2002";"Dec 1, 2001 Wide";"J.M. Kenny";;;;"7.8/10";"Unrated";"Documentary,Television,Comedy";"http://www.rottentomatoes.com/m/an-evening-with-kevin-smith/";"Director Kevin Smith records a series of question and answer sessions he held at various universities and releases them in this package. Smith, always a good storyteller, fields questions about his films, his career, and his forays into acting with a series of crowds that welcome him and are appreciative for his knowledge, his time, and his humor."
"little_birds";"Little Birds";"2011 2012 2013";"Aug 31, 2012 Limited";"Elgin James";"Elgin James";"Juno Temple,Kay Panabaker,Kate Bosworth,Kyle Gallner,Leslie Mann,Chris Coy,Neal McDonough,Carlos Peña,JR Bourne";;"5.3/10,5.1/10";"R (for pervasive language, some violence including a sexual assault, sexuality/nudity, drug and alcohol use - all involving teens)";"Drama";"http://www.rottentomatoes.com/m/little_birds/";"Fifteen-year-old Lily and her best friend, Alison, live on the shores of the Salton Sea. Sprinting toward adulthood, Lily wants to escape her depressing hometown. But Alison is content with her life$% she enjoys being sheltered from the uncertainty of growing up. When the girls meet three street kids, Lily convinces Alison to follow the boys to Los Angeles. Thrust into a world of excitement and danger, the girls must decide how far they are willing to go to get what they want. -- (C) Official,Site"
